ID;Term;Begrepsforklaring;Definisjon;Språkversjoner;Beskrivelsestype;Alternative termer;Kilde;Frarådde termer;Eksempler
BEGREP-1010;Situasjonsbestemt innsats;"""Situasjonsbestemt innsats tilbys brukere som har vansker med å skaffe seg eller beholde arbeid. Ofte vil dette behovet ha sammenheng med endringer i arbeidsmarkedet eller en mismatch mellom den enkeltes kvalifikasjoner og arbeidslivets krav. [...] Det må forventes at behovet for situasjonsbestemt innsats vil øke når ledigheten er høy. I tillegg til brukerens egeninnsats innebærer dette utfallet en innsats fra [NAV|BEGREP-121] som kan omfatte aktiviteter og tjenester av kortere varighet som kvalifisering og jobbsøking, foruten de generelle tjenestene. Brukeren har rett til å delta i utformingen av en [aktivitetsplan|BEGREP-806].""";en kategori som beskriver behovet til [brukere|BEGREP-20] som vil komme i arbeid ved egeninnsats og kan omfatte [aktiviteter|BEGREP-801] og [tjenester|BEGREP-970] av kortere varighet.;Bokmål;Faglig definisjon;;"""Situasjonsbestemt innsats"". I: Retningslinjer for oppfølgingsvedtak i NAV s. 5. Hentet 26. april 2016 fra https://navet.adeo.no/ansatt/Fag/Arbeid+og+aktivitet/Relatert+innhold/retningslinjer-14a; 
LOV-2006-06-16-20 Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 14a";Moderat bistand;"Situasjonsbestemt innsats tilbys eksempelvis når 
* bruker ikke har fullført videregående opplæring, ""fullført grunnopplæring anses som minimum for omstillingsevne og varig tilknytning til et arbeidsliv som i stigende grad etterspør utdannet arbeidskraft fremfor ufaglært."" 
* det oppstår ""språkproblemer, der eksempelvis fremmedspråklige som ikke møter de kravene som stilles til å beherske norsk i arbeidslivet."""
BEGREP-1009;Standardinnsats;"Innsatsgruppen inngår i [oppfølgingsvedtak|BEGREP-878] som beskriver brukers behov for bistand for å komme ut i arbeid. ""Standardinnsats tilbys brukere som forventes å kunne nå sitt mål om arbeid hovedsakelig gjennom egenaktiviteter og i løpet av relativt kort tid [...]"". 

""Dette utfallet innebærer en innsats fra [NAV|BEGREP-121] som i hovedsak kun omfatter de generelle [tjenestene|BEGREP-970] som er tilgjengelig for alle brukere. Individuelt tilpassede tjenester kan tilbys i form av formidlingsbistand, veiledning i yrkesvalg, jobbsøking og lignende. Brukeren har ikke rett til en [aktivitetsplan|BEGREP-806], men bør kunne tilbys dette dersom det er hensiktsmessig eller dersom brukeren selv ønsker det.""";"en kategori som beskriver behovet til [brukere|BEGREP-20] som vil komme i arbeid hovedsakelig gjennom egenaktiviteter og i løpet av relativt kort tid. 


";Bokmål;Faglig definisjon;;"LOV-2006-06-16-20 Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 14a; 
""Standardinnsats"". I: Retningslinjer for oppfølgingsvedtak i NAV s. 5. Hentet 15. april 2016 fra https://navet.adeo.no/ansatt/Fag/Arbeid+og+aktivitet/Relatert+innhold/retningslinjer-14a";Ordinær bistand;"Standardinnsats tilbys ""[...]eksempelvis jobbsøkere med kvalifikasjoner som er etterspurt i arbeidsmarkedet, jobbskiftere og nyutdannede [...]"". 
"
BEGREP-1008;Spesielt tilpasset innsats;"""Spesielt tilpasset innsats tilbys brukere som etter en [arbeidsevnevurdering|BEGREP-871] har fått fastslått at arbeidsevnen er nedsatt, samtidig som det legges til grunn at brukeren vil kunne skaffe seg eller beholde arbeid gjennom egeninnsats og en innsats fra NAV eller andre samarbeidende aktører. Det presiseres at det skal legges til grunn en vid tolkning av brukers mulighet til å skaffe seg eller beholde arbeid[...]. 

Utfallet innebærer at innsatsen fra NAV kan omfatte både aktiviteter og [tjenester|BEGREP-970] av både kortere og lengre varighet i tillegg til de generelle tjenestene. NAVs innsats vil ofte skje i kombinasjon med virkemidler fra andre, for eksempel medisinsk behandling og rehabilitering, tilrettelegging, sosial trening [eller] [oppfølging|BEGREP-804]. Brukeren har rett til å delta i utformingen av en [aktivitetsplan|BEGREP-806], eventuelt et [kvalifiseringsprogram|BEGREP-1414].""";en kategori som beskriver behovet til [brukere|BEGREP-20] med nedsatt [arbeidsevne|BEGREP-722], som vil kunne komme i arbeid gjennom egeninnsats og en innsats fra [NAV|BEGREP-121] eller andre samarbeidende [aktører|BEGREP-297].;Bokmål;Faglig definisjon;;"LOV-2006-06-16-20 Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 14a; 
""Spesielt tilpasset innsats"". I: Retningslinjer for oppfølgingsvedtak i NAV s. 5 - 6. Hentet 6. april 2016 fra https://navet.adeo.no/ansatt/Fag/Arbeid+og+aktivitet/Relatert+innhold/retningslinjer-14a";Nedsatt arbeidsevne;
BEGREP-1007;Behov for arbeidsevnevurdering;;"en konklusjon på en [behovsvurdering|BEGREP-949] som viser at en [arbeidsevnevurdering|BEGREP-871] er nødvendig for å fastsette [brukers|BEGREP-20] bistandsbehov. 
";Bokmål;Faglig definisjon;;"LOV-2006-06-16-20 Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 14a; 
""Behov for arbeidsevnevurdering"". Retningslinjer for oppfølgingsvedtak i NAV s. 10. Hentet 25. april 2016 fra https://navet.adeo.no/ansatt/Fag/Arbeid+og+aktivitet/Relatert+innhold/retningslinjer-14a";;
BEGREP-1000;To-trinnsbehandling;"Denne inndelingen øker kvaliteten på saks- og utgiftsbehandling og reduserer muligheten for misbruk. 

I NAV er det [saksbehandleren|BEGREP-57] som behandler [søknad|BEGREP-257] fra bruker og fatter [vedtaket|BEGREP-192]. Vedtaket sendes deretter videre til [beslutteren|BEGREP-58], som kontrollerer vedtaket og godkjenner det før det sendes ut.";"en inndeling der to ulike roller gjennomfører de ulike delene av en [saks-|BEGREP-304] eller [disposisjonsbehandling|BEGREP-1384]. 
";Bokmål;Folkelig forklaring;;;;"- Saksbehandler og beslutter 
- Utøvelse av [budsjettdisponeringsmyndighet|BEGREP-1040] og [attestasjon|BEGREP-1041]."
BEGREP-999;Ankebehandling;;[behandling|BEGREP-201] av en [anke|BEGREP-998].;Bokmål;Faglig definisjon;;"""Anke"". I: Bokmålsordboka. Hentet fra 8. juni 2017 fra www.sprakradet.no;";;
BEGREP-998;Anke;Så lenge en trygdesak ikke er brakt inn for domstolene er ankebegrepet forbeholdt tilfeller hvor Trygderetten skal foreta en overprøvelse av Arbeids- og velferdsetatens vedtak. Når saken er brakt for domstolene brukes begrepet når en domstols avgjørelse skal overprøves av en trinnhøyere domstol.;"""krav om at en dom eller avgjørelse skal [overprøves] av en høyere instans"".";Bokmål;Faglig definisjon;;"""Anke"". I: Bokmålsordboka. Hentet fra 25. mars 2015 fra www.sprakradet.no; 
""Om begrepene klage og anke"". I Rundskriv til LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 21-12";;
BEGREP-997;Klagebehandling;"""Tas klagen under behandling, kan klageinstansen prøve alle sider av saken og herunder ta hensyn til nye omstendigheter. Den skal vurdere de synspunkter som klageren kommer med, og kan også ta opp forhold som ikke er berørt av ham. Der statlig organ er klageinstans for vedtak truffet av en kommune eller fylkeskommune, skal klageinstansen legge vekt på hensynet til det kommunale selvstyre ved prøving av det frie skjønn."" 

""Vedtak etter folketrygdloven kan påklages til nærmeste overordnede organ eller til det organ som Arbeids- og velferdsdirektoratet bestemmer. [...] Etter at denne klageadgangen er benyttet, kan klageinstansens vedtak ankes inn for Trygderetten etter reglene i lov 16. desember 1966 nr. 9 om anke til Trygderetten.""";[saksbehandling|BEGREP-304] av en [klage|BEGREP-996].;Bokmål;Faglig fortolkning;;"LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) §§ 33 og 34; 
LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 21-12.";;
BEGREP-996;Klage;"""[Enkeltvedtak|BEGREP-192] kan påklages av en part eller annen med rettslig klageinteresse i saken til det forvaltningsorgan, klageinstansen, som er nærmest overordnet det forvaltningsorgan som har truffet vedtaket, underinstansen."" Normalordningen i forvaltningsloven er at enkeltvedtak kan påklages, men forvaltningsloven gir også klageadgang for visse avgjørelse som faller utenfor enkeltvedtaksbegrepet. 

""Underinstansen skal foreta de undersøkelser klagen gir grunn til. Den kan oppheve eller endre vedtaket dersom den finner klagen begrunnet. Dersom vilkårene for å behandle klagen ikke foreligger, skal underinstansen avvise saken, jfr. dog § 31"". 

""I folketrygdloven § 21-12 er den overprøving som gjøres i Arbeids- og velferdsetaten kalt klage. Ved klage innenfor etaten gjelder fortsatt trygderettsloven § 10, § 11 andre, tredje og fjerde ledd, § 13 første ledd første og andre punktum og § 14. Fristen for klage [..] er 6. uker.""";et krav om at en [avgjørelse|BEGREP-372] skal overprøves av et overordnet [forvaltningsorgan|BEGREP-849] eller annet særskilt utpekt organ.;Bokmål;Faglig definisjon;;"LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) §§ 28 og 33; 
""Om begrepene klage og anke"". I Rundskriv til LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 21-12";;
BEGREP-983;Merinnsyn;"""Organet bør gi innsyn dersom omsynet til offentleg innsyn veg tyngre enn behovet for unntak."" 
";"""når det er høve til å gjere unntak frå innsyn, skal organet likevel vurdere å gi heilt eller delvis innsyn.""";Bokmål;Rettslig definisjon;Meirinnsyn;LOV-2006-05-19-16 Lov om rett til innsyn i dokument i offentleg verksemd (offentleglova) § 11;;
BEGREP-982;Forretningsfunksjon;"Svarer på spørsmålet «hva» NAV gjør, ikke hvordan eller hvorfor. 
Forretningsfunksjoner kan ses på som spillere i et team, men der det enda ikke er helt avklart hvordan de skal spille sammen. Det er prosessene som tydeliggjør hvordan funksjonene spiller sammen.";en aktivitet [NAV|BEGREP-121] gjør og som krever en viss type kompetanse og ressurser.;Bokmål;Faglig fortolkning;;"""Forretningsfunksjon"". I: ""Ajourført Virksomhetsarkitektur"", Utviklingsstaben, hentet 5. februar 2015.";;"Domenet Dokumenthåndtering har fire forretningsfunksjoner: Mottak av dokumentasjon, Dokumentdistribusjon/varsling, Dokumentproduksjon og Arkivering og Journalføring. 
"
BEGREP-979;Kassasjon;En type [sletting|BEGREP-916] der hele [dokumentet|BEGREP-143] blir fjernet fra [arkivet|BEGREP-633] og slettet, mens metadataene i journalen tas vare på.;"""[...] at arkivmateriale som har vært gjenstand for saksbehandling eller hatt verdi som dokumentasjon, blir tatt ut av arkivet og tilintetgjort.""";;Legaldefinisjon;;"FOR-2017-12-15-2105 Forskrift om offentlege arkiv §16; 

FOR-2017-12-19-2286 Forskrift om utfyllende tekniske og arkivfaglige bestemmelser  om behandling av offentlige arkiver (riksarkivarens forskrift) §§ 7-1 - 7-4; 

Noark 5, v. 4, s. 19.";;
BEGREP-973;Foreldrepenger;"""Det kan [også] ytes foreldrepenger som ved adopsjon til [person|BEGREP-165] som har [foreldreansvar|BEGREP-1441] når den andre av [foreldrene|BEGREP-281] dør, eller får tildelt foreldreansvaret [...]"" i medhold av regler i barneloven. 

Den som adopterer en ektefelles barn har som hovedregel ikke rett til foreldrepenger. Unntaket er når ""[...] adopsjonen finner sted mens stønadsperioden ved fødsel fortsatt løper. I slike tilfeller gis adoptivforelderen tilsvarende rettigheter som fedre i den resterende del av [stønadsperioden|BEGREP-974], likevel slik at plikten til å ta ut [fedrekvote|BEGREP-1467] ikke kommer til anvendelse."" 
";"en [ytelse|BEGREP-133] som skal sikre inntekt til ""[...] [barnets mor|BEGREP-1462] og [far|BEGREP-1463] ved [fødsel|BEGREP-1460] og ved [adopsjon|BEGREP-1461] av barn under 15 år.""";Bokmål;Faglig definisjon;;LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) §§ 14-5 første til tredje ledd;;
BEGREP-972;Dagpenger;Retten til ytelsen forutsetter at mottakeren er reell [arbeidssøker|BEGREP-1383]. Ytelsen gis når søker tidligere år har hatt en viss minsteinntekt for arbeid i annens tjeneste, og har mistet en vesentlig del av arbeidet sitt. Ytelsen gir delvis dekning av inntektsbortfallet, og periodens lengde er begrenset.;en [ytelse|BEGREP-133] som skal sikre et [medlem|BEGREP-170] delvis erstatning for inntekt som er tapt ved arbeidsløshet.;Bokmål;Faglig definisjon;;"LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) kap. 4; 
FOR-1998-09-16-890 Forskrift om dagpenger under arbeidsløshet.";;"- Ordinære dagpenger 
- Dagpenger under [permittering|BEGREP-858] 
- Dagpenger under permittering fra fiskeindustrien 
- Dagpenger som forskudd på midler fra [lønnsgarantiordningen|BEGREP-1379] ved konkurs."
BEGREP-970;Tjeneste;En tjeneste innebærer at NAV utfører noe som er ment å være til nytte for mottakeren.;bistand [NAV|BEGREP-446] tilbyr [bruker|BEGREP-20] for at bruker skal skaffe eller beholde lønnet arbeid eller øke sin deltakelse i dagliglivet.;Bokmål;Faglig definisjon;;"""Tjeneste"". I: Bokmålsordboka på nett. Hentet 15. januar 2016 fra www.sprakradet.no.";;"Tjeneste kan deles opp i ulike grupper: 
- arbeidsrettede tjenester som for eksempel kartlegging, behovsvurdering, arbeidsevnevurdering 
- sosiale tjenester som for eksempel økonomisk rådgiving 
- Arbeidsgivertjenester som for eksempel rekrutteringsbistand, omstilling og nedbemanning"
BEGREP-967;Ekstern brukerflate;;et [brukergrensesnitt|BEGREP-921] som tilbyr [brukerne|BEGREP-20] [innsyn|BEGREP-851], [informasjon|BEGREP-48] og elektroniske tjenester for å kommunisere med [NAV|BEGREP-121].;Bokmål;Faglig definisjon;;;;"- Ditt NAV 
- Din Pensjon 
- Selvbetjeningsløsning for dagpenger 
- nav.no"
BEGREP-962;Ruting;Rutingen sikrer at meldinger og oppgaver tolkes riktig og når frem til rett mottaker, enten mottakeren er en [ressurs|BEGREP-14], [kø|BEGREP-1609] eller en [applikasjon|BEGREP-214].;regelbasert adressering av meldinger og oppgaver på bakgrunn av hendelser.;Bokmål;Faglig definisjon;Styring, videresending;;;"- {color:#172b4d}Dersom forespørselen er skriftlig og gjelder innsyn i personopplysninger NAV har i våre systemer, skal oppgaven sendes til NAV Kontaktsenter Buskerud, enhet 4106.{color} 
- {color:#172b4d}Dersom forespørselen gjelder ytelsessak skal den aktuelle enheten hos NAV Arbeid og ytelser (NAY) eller NAV Familie -og pensjonsytelser (NFP) motta oppgaven.{color} 
- Henvendelse som er knyttet til behandling av sykepenger og å kontakte bruker skal opprette oppgave på NAV-kontor i brukers bokommune. 
- Ved mottak av dokumenttype ""Søknad om engangsstønad ved fødsel"" skal det legges melding på kø til Vedtaksløsningen Foreldrepenger."
BEGREP-960;Generell sak;"De fleste [fagsaker|BEGREP-380] opprettes og behandles i et [fagsystem|BEGREP-876], men for noen [fagområder|BEGREP-911] har vi ikke et fagsystem. Det er også tilfeller der NAV mottar [dokumentasjon|BEGREP-1475] før det er grunnlag for å opprette en fagsak i et fagsystem. Da opprettes det en generell sak på fagområdet for å knytte dokumentasjonen til og behandle saken. Om det seinere opprettes en fagsak i et fagsystem skal dokumentasjonen knyttes til denne nye saken. 

Begrepet er todelt, vi er lovpålagt å opprette saker dersom dokumentasjon skal journalføres og for de fagområdene som ikke har et fagsystem oppretter vi en «generell sak» som utfører rolle som en fagsak i denne sammenhengen. Tilfellet når vi mottar dokumentasjon før det har kommet et krav og opprettelse av «generell sak» i denne forbindelse er et unntakstilfellet.";en [fagsak|BEGREP-380] som ikke er i et [fagsystem|BEGREP-876].;Bokmål;Faglig definisjon;;;;"- NAV mottar dokumentasjon som gjelder Medlemskap. Dette er et fagområde vi ikke har et eget fagsystem for å behandle. Dokumentasjon knyttes derfor til en generell sak, og behandles der. 

- NAV kan motta dokumentasjon av inntektsopplysninger som ser ut til å ha tilknytning til sykepenger, uten at det er fremsatt et sykepengekrav. Da vil informasjonen journalføres med tema ""Sykepenger"" på generell sak. Når bruker framsetter krav om sykepenger vil informasjonen journalføres på riktig fagsak. 


"
BEGREP-959;Felles kodeverksløsning;"Felles kodeverksløsning skal benyttes for bruk og gjenbruk av kodeverk, og inneholder også kodverk som man antar skal gjenbrukes på sikt. Formålet er at konsumentsystemene mottar kodeverk fra en sentral kilde, istedenfor å måtte hardkode kodeverk hos seg eller kun ha lokal lagring og oppdatering. 

Felles kodeverksløsning er en viktig forutsetning for å sikre god og korrekt forvaltning av etatens kodeverk.";en felleskomponent i [NAV|BEGREP-121] der felles [kodeverk|BEGREP-465] lagres og vedlikeholdes.;Bokmål;Faglig definisjon;FKV, Kodeverksløsningen, Løsning for felles kodeverk;;;
BEGREP-957;Autentisitet;"""I arkivsammenheng betyr autentisitet at et dokument er hva det gir seg ut for å være, f.eks. ved at identitet til partene i en elektronisk kommunikasjon er riktig."" 

Fra NS-ISO 30300:2011: 
""Autentisk dokumentasjon er noe det kan bevises at 
- den er hva den hevder å være, 
- den er produsert eller sendt av den person som hevder å ha produsert eller sendt den, og 
- den er produsert eller sendt på det påståtte tidspunktet.";"""autentisitet betyr ekthet eller opprinnelighet; det motsatte av kopi eller forfalskning.""";Bokmål;Faglig definisjon;;"Noark 5, v 4 (pdf), s.269,  Kapittel 15 Ordforklaringer; 
""Autentisk"". I: NS-ISO 30300:2011. Kapittel 2.3.2, side 7. Informasjon og dokumentasjon - Ledelsessystemer for dokumentasjon - Grunntrekk og terminologi.";;
BEGREP-954;Opphørsvedtak;Et opphørsvedtak avslutter stønadsforholdet når brukeren ikke lenger oppfyller alle de nødvendige [vilkårene|BEGREP-261], men også dersom vedkommende har brukt opp stønadsperioden.;et [vedtak|BEGREP-192] som bringer et løpende stønadsforhold eller en annen rettighet til opphør fordi [vilkårene|BEGREP-261] for [ytelsen|BEGREP-133] eller rettigheten fra et gitt tidspunkt ikke lengere er oppfylt.;Bokmål;Faglig fortolkning;;;;"- Opphør av AAP 
- Opphør av medlemskap i folketrygden 
- Opphør av barnetillegg til uføretrygd"
BEGREP-953;Stansvedtak;Dersom utbetalingen av en ytelse stanses fordi brukeren ikke lenger oppfyller et eller flere av vilkårene for ytelsen, kan den settes i gang igjen når disse igjen er oppfylt - uten ny realitetsvurdering eller [saksbehandling|BEGREP-304] knyttet til de øvrige vilkårene for ytelsen. Stønadsforholdet bringes ikke til opphør slik som ved et [opphørsvedtak|BEGREP-954].;et [vedtak|BEGREP-192] som stanser utbetaling av [brukers|BEGREP-20] [ytelse|BEGREP-133] fordi [vilkårene|BEGREP-261] for ytelsen ikke lenger er oppfylt eller fordi det er tvil om hvorvidt de er det.;Bokmål;Faglig fortolkning;;;;"- Stans av [dagpenger|BEGREP-972] 
- Stans av [barnetrygd|BEGREP-948]"
BEGREP-952;Innvilgelsesvedtak;;et [vedtak|BEGREP-192] som innvilger [brukeren|BEGREP-20] det han eller hun har [søkt|BEGREP-257] om, fordi de nødvendige [vilkårene|BEGREP-261] er oppfylt.;Bokmål;Folkelig forklaring;;;;"- Innvilgelse av [uføretrygd|BEGREP-1206] 
- Innvilgelse av utsatt [foreldrepengeperiode|BEGREP-974] 
- Innvilgelse av elektrisk rullestol 
- Innvilgelse av [innsyn|BEGREP-1432] 
- Innvilgelse av fri rettshjelp"
BEGREP-951;Avslagsvedtak;;et [vedtak|BEGREP-192] som avslår [brukeren|BEGREP-20] det han eller hun har [søkt|BEGREP-257] om, fordi de nødvendige [vilkårene|BEGREP-261] er oppfylt.;Bokmål;Faglig definisjon;;;;"- Avslag på søknad om [uføretrygd|BEGREP-1206] 
- Avslag på søknad om utsatt [foreldrepengeperiode|BEGREP-974] 
- Avslag på søknad om elektrisk rullestol 
- Avslag på [innsyn|BEGREP-1432] 
- Avslag på fri rettshjelp"
BEGREP-949;Behovsvurdering;"En prosess for å identifisere brukere som kan ha behov for mer omfattende bistand og som derved skal tilbys en [arbeidsevnevurdering|BEGREP-871]. 

""Behovsvurderingen vil således omfatte alle brukere av [NAV|BEGREP-121] hvor bestillingen tilsier bistand for å skaffe seg eller beholde arbeid.""";"""en første vurdering av hvilket bistandsbehov [brukeren|BEGREP-20] har for å komme i arbeid.""";Bokmål;Faglig definisjon;;"""Behovsvurdering"". I: Retningslinjer for oppfølgingsvedtak i NAV s. 9. Hentet 25. april 2016 fra https://navet.adeo.no/ansatt/Fag/Arbeid+og+aktivitet/Relatert+innhold/retningslinjer-14a ; 
LOV-2006-06-16-20 Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 14a";;
BEGREP-943;Arbeidsufør;;"når en [bruker|BEGREP-20] har fått sin evne til å utføre ordinært arbeid helt eller delvis nedsatt av helsemessige årsaker. 

 ";Bokmål;Faglig definisjon;;Definisjon hentet fra ordlistesamling i bruk på Læring@NAV.;;
BEGREP-941;Arbeidsavklaringspenger;;"en [ytelse|BEGREP-133] som skal sikre inntekt til et [medlem|BEGREP-170] som ""på grunn av sykdom, skade eller lyte har fått arbeidsevnen nedsatt i en slik grad at vedkommende hindres i å beholde eller skaffe seg inntektsgivende arbeid.""";Bokmål;Rettslig definisjon;AAP;"LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 11-1; 
Høringsnotat: Forslag til endringer i folketrygdloven kapittel 11 om arbeidsavklaringspenger punkt 2.1.1.";;
BEGREP-939;85-årsregelen;;en regel som gir offentlige ansatte med samlet tjenestetid og alder på minst 85 år mulighet til å fratre fra [stillingen|BEGREP-816] og ta ut [tjenestepensjon|BEGREP-771] 3 år før de når [særaldersgrensen|BEGREP-1916].;Bokmål;Faglig fortolkning;;NOU 1998:19 (kapittel 3). Fleksibel pensjonering. Finansdepartementet;;
BEGREP-938;6-ukersfristen;;den perioden [NAV|BEGREP-121] er forpliktet til å holde igjen [utbetaling|BEGREP-163] av folketrygd i påvente av [refusjonskrav|BEGREP-1548] fra [offentlig tjenestepensjon|BEGREP-771].;Bokmål;Faglig fortolkning;;FOR-2000-07-06-726 forskrift om gjennomføring av refusjonskrav ved utbetaling av pensjons- og trygdeytelser med tilbakevirkning § 3.;;
BEGREP-935;Skattetrekk;En arbeidsgiver plikter å trekke skatt fra lønnsutbetalinger. [Beløpet|BEGREP-359|] som skal trekkes i skatt fremgår i prosent på skattekortet til arbeidstakeren.;"""den del av [arbeidstagers|BEGREP-179]/stønadsmottakers lønnsinntekt/stønad som [arbeidsgiver|BEGREP-193]/stønadsutbetaler har plikt til å holde tilbake til dekning av arbeidstagers/stønadsmottakers skatt.""";Bokmål;Faglig definisjon;;"""Skattetrekk"". I: Store norske leksikon. Hentet 6. oktober 2014 fra https://snl.no/skattetrekk.";;
BEGREP-934;Trekk;Trekk forutsetter hjemmelsgrunnlag eller avtale.;et gitt beløp som [arbeidsgiver|BEGREP-193] trekker fra [arbeidstakers|BEGREP-179] bruttolønn og reserverer til en tredjepart.;Bokmål;Faglig definisjon;;;;"- [Skattetrekk|BEGREP-935] 
- [Utleggstrekk|BEGREP-628] 
- Lønnstrekk/påleggstrekk 
- Forskuddstrekk 
- [Vederlagstrekk|BEGREP-790] 
"
BEGREP-929;Arkivbegrensing;"""Arkivavgrensing skal gjennomføres senest før avlevering.  
Følgjande dokument skal alltid haldast utanfor arkivet: 
- Trykksaker, rundskriv, anna mangfalda og allment tilgjengeleg materiale . Det organet som har utferda slikt materiale, skal arkivere eitt eksemplar og dei nødvendige forarbeida. 
- Konsept, kladdar, ekstra kopier, interne meldingar o.l. som ikkje har verdi som dokumentasjon. Konsept som har noteringar og påteikningar som er nødvendige for å forstå saka og den samanhengen ho står i, skal arkiverast. Det samme gjeld kopi av alle utgåande dokument.""";et [dokument|BEGREP-143] som skal holdes utenfor eller fjernes fra [arkivet|BEGREP-1886] da det verken har inngått i [saksbehandlingen|BEGREP-304] til organet eller har verdi som [dokumentasjon|BEGREP-1475].;Bokmål;Legaldefinisjon;;"FOR-2017-12-15-2105 Forskrift om offentlege arkiv § 14; 
NOARK 5 v. 4 (pdf). Side 18.";;
BEGREP-928;Opplysningspliktig;"Opplysningene sendes i dag hovedsakelig gjennom a-meldingen. 

""Plikten til å gi opplysninger etter denne lov omfatter opplysninger som skal gis med hjemmel i følgende bestemmelser med tilhørende forskrifter: 
a.skatteforvaltningsloven §§ 7-2 og 8-6, 
b.folketrygdloven §§ 25-1 annet ledd og 25-10, jf. 21-4, 
c.skattebetalingsloven § 5-11, 
d.statistikkloven § 2-2 og 
e.svalbardskatteloven § 5-2 femte ledd.""";"""[juridiske|BEGREP-283] eller [fysiske personer|BEGREP-165] som har plikt til å gi [opplysninger|BEGREP-834] etter de bestemmelsene som er nevnt i a-opplysningsloven § 3 første ledd""";Bokmål;Legaldefinisjon;;LOV-2012-06-22-43 Lov om arbeidsgivers innrapportering av ansettelses- og inntektsforhold m.m. (a-opplysningsloven) §§ 2 og 3;[Oppgavepliktig|BEGREP-845];
BEGREP-926;Artskonto;"Artskontoen kan alltid kobles direkte tilbake til vedtaket og skal ha en beskrivelse som skal gjøre det enkelt å forstå hvilken ytelse det gjelder og hvilken type konto det er; resultatkonto eller balansekonto. Artskontoen styrer rapportering til A-ordningen og valg av statsregnskapskonto. 

Til en konto er det tilknyttet behandlingsregler som avgjør skatt- og trekkhåndtering ved utbetaling av ytelse.";en hovedkonto i økonomisystemet, som angir detaljert om [posteringen|BEGREP-1125] gjelder en type utgift, inntekt, gjeld eller tilgodehavende.;Bokmål;Faglig definisjon;;"Rundskriv R og R-102. (2013). Rapportering til statsrekneskapen for 2014. Finansedepartementet. Hentet 10 august 2016 fra https://www.regjeringen.no/globalassets/upload/fin/vedlegg/okstyring/rundskriv/arlige/2013/r-10-2013.pdf; 
Pkt 3.3.3 i ""Virksomhetens kontoplan"" i Bestemmelser i økonomistyring i staten.";;
BEGREP-925;Debitor;"""De fleste kontraktsforhold er gjensidig bebyrdende, altså at begge partene har rettigheter og plikter etter avtalen. I de fleste tilfellene vil altså begge parter være både debitor og kreditor. Typisk vil den ene være pengedebitor og den andre være naturaldebitor - A skal levere en ting til B, som B skal betale en bestemt sum penger for.""";en som skylder et [beløp|BEGREP-359] eller [ytelse|BEGREP-133] til en [kreditor|BEGREP-896].;Bokmål;Faglig fortolkning;;"""Obligasjonsrett"". I: Store norske leksikon. Hentet 8. juli 2014 fra www.snl.no/obligasjonsrett; 
""Obligasjonsrett"". I: Wikipedia. Hentet 8. juli fra no.wikipedia.org/wiki/obligasjonsrett.";;- NAV er pengedebitor når vi kjøper kontorrekvisita, mens leverandøren av rekvisitaen er naturaldebitor.
BEGREP-920;Avsluttet;"Status på saken ""avsluttet"" kan også settes når den er ferdigbehandlet. 

At saken er avsluttet betyr at det ikke er mulig å legge på dokumenter uten at saken åpnes igjen. 

I en avsluttet sak skal alle dokumenter være ferdigstilt og lagret i arkivformat. ";en status på sak i arkivet som betyr at saken er låst for endring.;Bokmål;Faglig fortolkning;;NOARK 5 v3.1 (pdf). Side 132.;;
